Date,Year,Month,Origin_Country,Destination_Country,Product_Category,Trade_Volume_USD,Trade_Weight_KG
2022-02-23,2022,2,Germany,Italy,Agriculture,14249.11,1504.12
2022-02-23,2022,2,USA,Canada,Apparel,13878.28,734.1
2022-02-23,2022,2,South Korea,USA,Automotive,18355.27,1021.53
2022-02-23,2022,2,Japan,Russia,Plastics,13813.66,1995.31
2022-02-24,2022,2,Italy,Spain,Mineral Fuels,19047.67,1803.44
2022-02-24,2022,2,USA,Japan,Agriculture,13641.49,1193.68
2022-02-24,2022,2,France,Italy,Electronics,16877.92,1944.52
2022-02-24,2022,2,China,Japan,Agriculture,14145.78,1907.33
2022-02-24,2022,2,Russia,South Korea,Plastics,13365.0,1730.02
2022-02-25,2022,2,South Korea,Japan,Apparel,13408.42,1162.91
2022-02-25,2022,2,France,Russia,Pharmaceuticals,14920.32,1154.39
2022-02-25,2022,2,USA,China,Apparel,13934.8,894.79
2022-02-25,2022,2,UK,South Korea,Machinery,15794.25,1467.57
2022-02-25,2022,2,South Korea,Spain,Mineral Fuels,19556.34,1166.04
2022-02-26,2022,2,Germany,China,Electronics,16840.47,901.99
2022-02-26,2022,2,Italy,Mexico,Machinery,15923.77,951.26
2022-02-27,2022,2,UK,Australia,Machinery,15196.26,1191.87
2022-02-27,2022,2,Australia,Russia,Electronics,17639.43,968.97
2022-02-27,2022,2,Canada,UK,Apparel,13211.61,788.29
2022-02-27,2022,2,Spain,Germany,Plastics,14355.71,1451.21
2022-02-28,2022,2,Italy,UK,Agriculture,14615.0,1474.86
2022-03-01,2022,3,Australia,France,Apparel,13359.66,871.17
2022-03-01,2022,3,South Korea,Brazil,Agriculture,14651.75,1221.31
2022-03-01,2022,3,Italy,Russia,Mineral Fuels,19486.55,2004.54
2022-03-01,2022,3,France,Italy,Automotive,18296.78,1765.05
2022-03-02,2022,3,Italy,India,Apparel,14062.72,915.61
2022-03-02,2022,3,China,Brazil,Plastics,14910.27,1091.6
2022-03-02,2022,3,UK,Australia,Iron & Steel,14579.93,2603.47
2022-03-02,2022,3,China,Italy,Automotive,18275.74,2556.05
2022-03-03,2022,3,Spain,UK,Plastics,13866.67,1754.23
2022-03-03,2022,3,South Korea,USA,Apparel,13495.35,745.67
2022-03-03,2022,3,South Korea,France,Automotive,17807.53,1704.83
2022-03-03,2022,3,France,China,Agriculture,13956.97,2017.31
2022-03-04,2022,3,China,UK,Electronics,17354.11,880.56
2022-03-04,2022,3,Spain,Mexico,Pharmaceuticals,15147.64,820.29
2022-03-05,2022,3,USA,Russia,Apparel,13915.1,2338.96
2022-03-05,2022,3,Italy,Brazil,Machinery,16049.94,814.06
2022-03-06,2022,3,UK,Spain,Mineral Fuels,19359.21,1203.42
2022-03-06,2022,3,Russia,Australia,Apparel,13305.88,1263.8
2022-03-06,2022,3,India,USA,Automotive,17692.94,2234.69
2022-03-06,2022,3,South Korea,Russia,Iron & Steel,14274.99,836.08
2022-03-06,2022,3,Japan,China,Agriculture,14006.41,2756.08
2022-03-06,2022,3,Spain,Australia,Automotive,17514.19,1131.57
2022-03-06,2022,3,France,Australia,Pharmaceuticals,14890.67,1343.95
2022-03-07,2022,3,South Korea,Italy,Plastics,14369.83,928.59
2022-03-07,2022,3,India,Brazil,Pharmaceuticals,15103.9,2116.95
2022-03-07,2022,3,South Korea,Germany,Plastics,14163.07,2381.02
2022-03-08,2022,3,China,Australia,Plastics,13498.89,1068.18
2022-03-08,2022,3,Australia,Japan,Mineral Fuels,18296.24,1185.13
2022-03-09,2022,3,Australia,Spain,Agriculture,13388.94,1850.76
2022-03-10,2022,3,Japan,France,Iron & Steel,14805.19,1530.47
2022-03-10,2022,3,Brazil,Germany,Electronics,17076.18,1139.14
2022-03-11,2022,3,Brazil,Russia,Electronics,17134.65,1216.5
2022-03-12,2022,3,UK,Spain,Pharmaceuticals,15214.16,2091.14
2022-03-12,2022,3,France,UK,Electronics,17082.15,915.93
2022-03-13,2022,3,Spain,Australia,Electronics,16932.85,1183.35
2022-03-13,2022,3,USA,Spain,Mineral Fuels,18994.45,2213.22
2022-03-14,2022,3,Spain,Germany,Iron & Steel,15294.31,1158.15
2022-03-15,2022,3,Brazil,Japan,Electronics,16541.86,1530.3
2022-03-15,2022,3,South Korea,Japan,Agriculture,14341.03,1287.49
2022-03-15,2022,3,Italy,France,Plastics,13673.05,689.39
2022-03-15,2022,3,South Korea,France,Pharmaceuticals,14959.7,1630.25
2022-03-15,2022,3,USA,Canada,Pharmaceuticals,15573.22,977.53
2022-03-15,2022,3,UK,Germany,Apparel,12461.09,1159.82
2022-03-16,2022,3,Mexico,South Korea,Iron & Steel,14021.42,775.89
2022-03-17,2022,3,South Korea,China,Mineral Fuels,19877.4,1945.37
2022-03-17,2022,3,Canada,France,Plastics,13968.9,1821.19
2022-03-18,2022,3,Japan,South Korea,Plastics,14121.44,1028.54
2022-03-19,2022,3,Japan,Mexico,Plastics,13711.74,1566.99
2022-03-19,2022,3,USA,Russia,Plastics,13537.29,1627.89
2022-03-19,2022,3,China,UK,Pharmaceuticals,15039.9,1235.87
2022-03-19,2022,3,Brazil,India,Machinery,15824.58,1050.46
2022-03-20,2022,3,Mexico,Germany,Iron & Steel,14773.37,1431.81
2022-03-21,2022,3,Brazil,UK,Mineral Fuels,20231.62,1313.58
2022-03-21,2022,3,India,Japan,Automotive,18183.64,3597.87
2022-03-21,2022,3,Spain,UK,Plastics,14428.35,798.08
2022-03-21,2022,3,Brazil,Germany,Electronics,16662.53,2056.24
2022-03-21,2022,3,Canada,Germany,Apparel,13522.75,850.86
2022-03-21,2022,3,Brazil,Germany,Machinery,15913.6,1031.74
2022-03-21,2022,3,Russia,Australia,Electronics,16741.79,1731.05
2022-03-21,2022,3,India,France,Iron & Steel,14540.91,1189.83
2022-03-21,2022,3,China,Italy,Plastics,14161.36,936.76
2022-03-22,2022,3,Mexico,China,Apparel,13155.56,1718.76
2022-03-22,2022,3,Mexico,Japan,Plastics,14436.16,1002.03
2022-03-22,2022,3,Italy,China,Apparel,13401.33,1784.77
2022-03-23,2022,3,Canada,Japan,Apparel,13453.31,1458.41
2022-03-23,2022,3,UK,Russia,Electronics,15504.43,1191.33
2022-03-23,2022,3,Spain,Canada,Machinery,15849.77,1235.0
2022-03-23,2022,3,Spain,Brazil,Machinery,15718.77,2534.24
2022-03-23,2022,3,Australia,Mexico,Iron & Steel,14716.13,2381.0
2022-03-24,2022,3,China,Russia,Electronics,17748.36,1098.42
2022-03-24,2022,3,Russia,Mexico,Automotive,17569.46,2440.92
2022-03-24,2022,3,UK,China,Mineral Fuels,18414.94,1043.99
2022-03-24,2022,3,Russia,China,Agriculture,14969.46,1056.68
2022-03-24,2022,3,South Korea,Mexico,Machinery,15947.09,990.59
2022-03-25,2022,3,Canada,Japan,Apparel,13285.3,1059.47
2022-03-25,2022,3,UK,India,Pharmaceuticals,14582.84,1242.13
2022-03-25,2022,3,China,USA,Automotive,17128.89,2027.02
2022-03-26,2022,3,China,Brazil,Machinery,16092.37,878.75
2022-03-26,2022,3,Brazil,USA,Plastics,14586.38,1511.98
2022-03-26,2022,3,India,Mexico,Iron & Steel,15024.35,1059.96
2022-03-26,2022,3,UK,France,Agriculture,13889.37,964.42
2022-03-26,2022,3,China,South Korea,Apparel,14308.61,2136.33
2022-03-26,2022,3,South Korea,India,Automotive,17389.64,1292.08
2022-03-26,2022,3,Italy,Mexico,Mineral Fuels,18917.83,2721.68
2022-03-27,2022,3,China,Italy,Plastics,13760.58,736.51
2022-03-27,2022,3,India,Mexico,Apparel,14386.13,746.46
2022-03-27,2022,3,China,USA,Machinery,15676.71,1392.95
2022-03-28,2022,3,Spain,Canada,Apparel,13004.73,878.19
2022-03-28,2022,3,Russia,UK,Apparel,13977.0,918.09
2022-03-29,2022,3,South Korea,China,Mineral Fuels,18328.94,2669.35
2022-03-29,2022,3,France,South Korea,Pharmaceuticals,15761.56,1021.0
2022-03-29,2022,3,China,Japan,Agriculture,14206.72,719.19
2022-03-30,2022,3,Australia,USA,Electronics,16770.12,991.19
2022-03-30,2022,3,USA,Germany,Electronics,16548.97,1828.09
2022-03-31,2022,3,South Korea,Russia,Machinery,15275.99,968.94
2022-03-31,2022,3,France,Canada,Agriculture,14542.99,805.53
2022-03-31,2022,3,Canada,India,Apparel,13499.84,813.42
2022-03-31,2022,3,India,UK,Iron & Steel,14914.87,1083.38
2022-03-31,2022,3,China,Spain,Apparel,13776.15,1359.07
2022-03-31,2022,3,India,UK,Automotive,18561.19,1057.16
2022-03-31,2022,3,China,UK,Iron & Steel,14286.82,747.88
2022-03-31,2022,3,France,India,Pharmaceuticals,14524.54,759.32
2022-03-31,2022,3,India,Australia,Electronics,16976.54,1279.81
2022-04-01,2022,4,India,Russia,Apparel,13906.43,1779.03
2022-04-01,2022,4,Spain,Mexico,Plastics,13919.36,1702.45
2022-04-01,2022,4,USA,Brazil,Agriculture,14112.12,1972.5
2022-04-02,2022,4,France,Russia,Mineral Fuels,19296.26,3786.32
2022-04-02,2022,4,Australia,Brazil,Iron & Steel,14434.26,2550.78
2022-04-02,2022,4,China,Mexico,Automotive,17705.33,886.46
2022-04-03,2022,4,Canada,USA,Iron & Steel,13951.35,811.25
2022-04-03,2022,4,China,Spain,Electronics,17256.81,1598.7
2022-04-04,2022,4,South Korea,Canada,Agriculture,14264.9,2182.64
2022-04-04,2022,4,Australia,Italy,Electronics,17261.42,3397.64
2022-04-04,2022,4,Mexico,Russia,Machinery,16065.37,1969.14
2022-04-05,2022,4,USA,India,Pharmaceuticals,14325.21,885.74
2022-04-05,2022,4,USA,Australia,Apparel,14336.73,1030.17
2022-04-05,2022,4,Canada,France,Machinery,16210.35,1156.61
2022-04-06,2022,4,Australia,France,Electronics,16681.21,1612.87
2022-04-06,2022,4,Australia,South Korea,Mineral Fuels,19640.47,2441.26
2022-04-06,2022,4,Russia,USA,Apparel,13146.04,1327.57
2022-04-06,2022,4,Germany,USA,Plastics,13839.31,831.68
2022-04-07,2022,4,India,France,Automotive,18425.11,2256.31
2022-04-07,2022,4,Australia,India,Agriculture,14022.78,1019.63
2022-04-08,2022,4,Canada,India,Plastics,13764.34,1873.65
2022-04-08,2022,4,Russia,Spain,Iron & Steel,14238.64,854.41
2022-04-08,2022,4,France,USA,Agriculture,15407.33,854.28
2022-04-08,2022,4,USA,China,Plastics,13879.37,1696.81
2022-04-08,2022,4,Germany,Spain,Mineral Fuels,19773.75,1028.18
2022-04-09,2022,4,South Korea,Canada,Plastics,13939.81,1625.86
2022-04-09,2022,4,South Korea,Italy,Electronics,16950.58,2822.22
2022-04-10,2022,4,Italy,Germany,Mineral Fuels,19311.03,1418.75
2022-04-10,2022,4,India,Mexico,Agriculture,13525.83,1078.1
2022-04-10,2022,4,Brazil,Australia,Automotive,18117.01,1504.97
2022-04-11,2022,4,France,Germany,Plastics,13756.2,817.28
2022-04-11,2022,4,Australia,France,Plastics,14347.77,1090.99
2022-04-11,2022,4,USA,Italy,Automotive,18160.8,1062.44
2022-04-11,2022,4,Spain,Germany,Iron & Steel,15244.93,933.14
2022-04-12,2022,4,Spain,USA,Apparel,13181.13,1289.34
2022-04-12,2022,4,Mexico,USA,Agriculture,13946.48,1290.03
2022-04-12,2022,4,Japan,South Korea,Mineral Fuels,19178.51,2068.84
2022-04-12,2022,4,USA,Japan,Electronics,16960.47,929.99
2022-04-13,2022,4,India,UK,Plastics,14590.06,813.8
2022-04-13,2022,4,UK,India,Plastics,14516.23,1395.17
2022-04-13,2022,4,Mexico,China,Electronics,16687.83,1028.26
2022-04-14,2022,4,Russia,Brazil,Apparel,13372.51,1158.71
2022-04-15,2022,4,Brazil,China,Iron & Steel,14575.21,761.27
2022-04-15,2022,4,Australia,Spain,Pharmaceuticals,14691.18,2382.95
2022-04-15,2022,4,Mexico,Brazil,Automotive,18278.12,1515.37
2022-04-16,2022,4,Italy,Japan,Automotive,18149.65,1005.15
2022-04-16,2022,4,Mexico,Russia,Agriculture,13807.49,797.38
2022-04-16,2022,4,Spain,India,Automotive,18271.8,1759.33
2022-04-16,2022,4,Russia,Brazil,Machinery,16417.85,1806.18
2022-04-16,2022,4,Australia,China,Agriculture,13208.05,733.61
2022-04-17,2022,4,Italy,Spain,Mineral Fuels,19025.6,1754.58
2022-04-17,2022,4,USA,South Korea,Electronics,17638.48,2636.04
2022-04-17,2022,4,Russia,India,Iron & Steel,14616.61,1169.03
2022-04-17,2022,4,Japan,Canada,Mineral Fuels,18824.04,1427.34
2022-04-18,2022,4,Brazil,Canada,Apparel,12960.08,1253.65
2022-04-18,2022,4,South Korea,Italy,Plastics,13905.44,1387.11
2022-04-18,2022,4,UK,Russia,Electronics,17099.71,1153.37
2022-04-18,2022,4,USA,Mexico,Machinery,16009.67,1929.74
2022-04-19,2022,4,South Korea,China,Apparel,13714.09,1103.89
2022-04-19,2022,4,Canada,Mexico,Apparel,13199.32,803.6
2022-04-19,2022,4,Russia,China,Automotive,17492.76,2692.87
2022-04-20,2022,4,Canada,China,Plastics,13338.77,1082.28
2022-04-21,2022,4,Canada,France,Plastics,13735.47,1211.61
2022-04-21,2022,4,Italy,Brazil,Machinery,16250.42,1583.98
2022-04-21,2022,4,Japan,Brazil,Mineral Fuels,19257.03,1736.69
2022-04-21,2022,4,UK,Canada,Machinery,16426.71,2282.03
2022-04-21,2022,4,Spain,UK,Iron & Steel,14470.24,1000.08
2022-04-21,2022,4,France,India,Automotive,17334.84,3227.84
2022-04-22,2022,4,China,India,Electronics,17960.18,1963.35
2022-04-22,2022,4,Australia,Germany,Apparel,13018.63,2016.51
2022-04-22,2022,4,Spain,Japan,Agriculture,13530.27,956.8
2022-04-23,2022,4,USA,Brazil,Pharmaceuticals,15534.89,1805.15
2022-04-23,2022,4,Australia,Mexico,Automotive,17440.17,919.84
2022-04-23,2022,4,USA,China,Automotive,17898.21,1598.42
2022-04-23,2022,4,China,UK,Plastics,14307.08,930.5
2022-04-23,2022,4,UK,Spain,Electronics,17115.92,1254.24
2022-04-24,2022,4,Canada,China,Automotive,17650.14,1058.1
2022-04-24,2022,4,India,Japan,Iron & Steel,14208.2,1995.54
2022-04-25,2022,4,Russia,China,Machinery,16164.75,1248.57
2022-04-25,2022,4,Australia,UK,Machinery,16177.83,1936.7
2022-04-25,2022,4,China,Brazil,Automotive,19474.55,1992.21
2022-04-26,2022,4,Mexico,South Korea,Iron & Steel,14056.66,790.45
2022-04-26,2022,4,Italy,South Korea,Plastics,14215.02,925.46
2022-04-26,2022,4,Spain,Australia,Apparel,13348.22,742.91
2022-04-26,2022,4,UK,USA,Iron & Steel,13376.56,1007.21
2022-04-27,2022,4,Spain,South Korea,Agriculture,13613.67,1496.5
2022-04-27,2022,4,South Korea,Brazil,Electronics,16560.36,1281.83
2022-04-27,2022,4,Japan,Italy,Agriculture,14092.84,825.16
2022-04-27,2022,4,Australia,Russia,Machinery,15415.04,2341.98
2022-04-27,2022,4,India,Mexico,Iron & Steel,14635.03,1578.39
2022-04-28,2022,4,Brazil,South Korea,Iron & Steel,14010.62,1054.96
2022-04-28,2022,4,Brazil,Japan,Mineral Fuels,19421.55,1131.52
2022-04-28,2022,4,South Korea,France,Mineral Fuels,20024.91,2215.05
2022-04-28,2022,4,Germany,Canada,Apparel,13662.9,1073.69
2022-04-29,2022,4,USA,Germany,Apparel,12789.09,1193.31
2022-04-29,2022,4,UK,Brazil,Electronics,17053.22,1339.53
2022-04-29,2022,4,UK,USA,Apparel,14187.85,1974.99
2022-04-29,2022,4,South Korea,China,Iron & Steel,14777.8,1291.8
2022-04-30,2022,4,Spain,Italy,Mineral Fuels,19311.36,1347.74
2022-04-30,2022,4,Italy,USA,Electronics,16391.36,855.6
2022-04-30,2022,4,Russia,South Korea,Pharmaceuticals,15299.96,858.75
2022-04-30,2022,4,South Korea,Italy,Machinery,15622.86,900.24
2022-05-01,2022,5,France,Spain,Iron & Steel,14145.49,2646.29
2022-05-01,2022,5,Italy,UK,Iron & Steel,14661.49,985.58
2022-05-01,2022,5,Russia,Australia,Iron & Steel,14942.62,865.42
2022-05-01,2022,5,France,USA,Machinery,16623.04,1586.12
2022-05-01,2022,5,Australia,China,Automotive,18830.63,999.45
2022-05-01,2022,5,USA,UK,Mineral Fuels,19250.33,1526.31
2022-05-02,2022,5,France,UK,Machinery,15654.05,1078.93
2022-05-02,2022,5,Spain,Italy,Agriculture,13296.59,763.74
2022-05-02,2022,5,Russia,France,Mineral Fuels,19217.25,1409.87
2022-05-02,2022,5,China,Italy,Pharmaceuticals,15694.17,993.2
2022-05-03,2022,5,Japan,Brazil,Automotive,17754.18,1276.29
2022-05-03,2022,5,Australia,China,Apparel,13809.87,1193.35
2022-05-03,2022,5,France,Canada,Electronics,17172.03,1171.2
2022-05-03,2022,5,Mexico,Germany,Pharmaceuticals,14241.41,1630.95
2022-05-03,2022,5,Canada,Mexico,Electronics,17210.79,894.64
2022-05-03,2022,5,Italy,South Korea,Iron & Steel,14107.01,1923.1
2022-05-05,2022,5,Mexico,UK,Electronics,17099.91,1263.66
2022-05-05,2022,5,China,Germany,Electronics,16933.68,1110.81
2022-05-05,2022,5,South Korea,UK,Mineral Fuels,19041.91,1983.54
2022-05-06,2022,5,Italy,Japan,Mineral Fuels,18954.3,2191.62
2022-05-06,2022,5,Brazil,Mexico,Plastics,13492.62,1412.48
2022-05-06,2022,5,Brazil,Japan,Machinery,16766.86,1870.46
2022-05-07,2022,5,Italy,Japan,Iron & Steel,14626.87,883.49
2022-05-07,2022,5,Mexico,Japan,Apparel,12957.42,862.3
2022-05-07,2022,5,USA,Russia,Pharmaceuticals,15438.08,2238.19
2022-05-07,2022,5,Canada,India,Apparel,13565.35,2252.81
2022-05-07,2022,5,Canada,Brazil,Machinery,15717.21,838.6
2022-05-08,2022,5,Canada,China,Automotive,17528.72,943.64
2022-05-08,2022,5,Russia,China,Pharmaceuticals,14054.99,719.54
2022-05-08,2022,5,China,Italy,Machinery,16359.48,1301.89
2022-05-08,2022,5,South Korea,Japan,Machinery,16356.5,2945.44
2022-05-08,2022,5,Canada,Australia,Mineral Fuels,18275.96,3186.03
2022-05-08,2022,5,Italy,Australia,Apparel,13316.75,758.76
2022-05-09,2022,5,India,Canada,Machinery,16594.3,1481.46
2022-05-09,2022,5,Japan,Mexico,Automotive,17695.89,1160.17
2022-05-09,2022,5,UK,Italy,Mineral Fuels,19640.51,2729.77
2022-05-09,2022,5,India,Italy,Mineral Fuels,18591.46,1186.38
2022-05-09,2022,5,UK,South Korea,Electronics,17101.62,1260.42
2022-05-09,2022,5,Brazil,USA,Agriculture,13424.5,836.77
2022-05-10,2022,5,Germany,South Korea,Electronics,16814.28,861.71
2022-05-10,2022,5,Mexico,Canada,Agriculture,13980.22,1402.34
2022-05-10,2022,5,China,Mexico,Plastics,14297.51,869.2
2022-05-11,2022,5,USA,Germany,Iron & Steel,14685.57,1349.93
2022-05-11,2022,5,France,Italy,Apparel,13219.08,1261.6
2022-05-11,2022,5,Brazil,France,Machinery,15503.57,833.03
2022-05-11,2022,5,France,UK,Apparel,13336.65,916.45
2022-05-12,2022,5,Japan,USA,Electronics,16939.53,945.03
2022-05-12,2022,5,India,Germany,Plastics,14624.81,775.0
2022-05-13,2022,5,China,Australia,Iron & Steel,14793.63,932.57
2022-05-13,2022,5,India,Japan,Plastics,13730.12,1987.52
2022-05-14,2022,5,India,UK,Plastics,13714.13,1036.31
2022-05-14,2022,5,UK,Spain,Apparel,13534.9,1127.17
2022-05-14,2022,5,UK,Spain,Electronics,17120.98,992.59
2022-05-14,2022,5,UK,China,Agriculture,13384.57,922.85
2022-05-15,2022,5,Mexico,Canada,Plastics,14411.27,919.2
2022-05-16,2022,5,India,China,Mineral Fuels,18627.55,1874.01
2022-05-16,2022,5,Spain,China,Automotive,17357.71,873.23
2022-05-16,2022,5,France,China,Agriculture,13704.21,1137.07
2022-05-16,2022,5,UK,France,Mineral Fuels,18531.09,2207.54
2022-05-16,2022,5,Spain,Japan,Agriculture,14146.78,1297.09
2022-05-16,2022,5,Russia,France,Plastics,14108.31,740.04
2022-05-17,2022,5,Germany,Spain,Automotive,17536.53,1200.42
2022-05-17,2022,5,Brazil,Spain,Agriculture,14057.84,2224.23
2022-05-17,2022,5,Italy,USA,Agriculture,14079.73,770.48
2022-05-17,2022,5,Australia,Germany,Machinery,15158.28,2127.16
2022-05-17,2022,5,Brazil,France,Iron & Steel,14843.18,753.63
2022-05-17,2022,5,India,Germany,Mineral Fuels,18857.56,1899.17
2022-05-17,2022,5,USA,Canada,Automotive,18347.93,2246.02
2022-05-18,2022,5,India,Germany,Iron & Steel,14741.03,2151.33
2022-05-18,2022,5,Japan,China,Apparel,13570.86,1582.54
2022-05-18,2022,5,China,Russia,Pharmaceuticals,15492.86,808.06
2022-05-19,2022,5,Italy,Canada,Apparel,12998.91,1196.87
2022-05-20,2022,5,South Korea,Russia,Plastics,13972.21,1234.81
2022-05-20,2022,5,Japan,China,Iron & Steel,14786.29,1406.34
2022-05-20,2022,5,Mexico,India,Automotive,17975.49,1209.5
2022-05-21,2022,5,China,South Korea,Automotive,17634.53,1417.88
2022-05-22,2022,5,Italy,Russia,Iron & Steel,13864.04,1675.31
2022-05-22,2022,5,Germany,France,Agriculture,14359.09,804.99
2022-05-23,2022,5,Germany,Spain,Apparel,13889.18,2764.74
2022-05-23,2022,5,Germany,South Korea,Iron & Steel,14421.0,2785.08
2022-05-23,2022,5,South Korea,Spain,Plastics,14245.71,1046.87
2022-05-23,2022,5,China,Japan,Iron & Steel,14443.26,2522.29
2022-05-24,2022,5,Russia,South Korea,Machinery,16234.39,1107.41
2022-05-24,2022,5,India,Japan,Electronics,16531.75,925.48
2022-05-25,2022,5,Australia,Brazil,Machinery,16231.6,825.68
2022-05-25,2022,5,Spain,South Korea,Plastics,13120.63,1117.83
2022-05-25,2022,5,South Korea,China,Automotive,17875.46,1369.82
2022-05-26,2022,5,Japan,Australia,Apparel,13443.44,809.75
2022-05-26,2022,5,India,USA,Iron & Steel,14087.17,2070.38
2022-05-27,2022,5,Germany,Spain,Automotive,17964.92,2421.53
2022-05-27,2022,5,Australia,USA,Electronics,16981.18,1157.32
2022-05-27,2022,5,Italy,South Korea,Iron & Steel,14793.43,894.51
2022-05-28,2022,5,India,Spain,Machinery,16284.88,879.85
2022-05-28,2022,5,Australia,Russia,Iron & Steel,13318.53,1405.58
2022-05-28,2022,5,South Korea,China,Iron & Steel,14167.29,1426.39
2022-05-29,2022,5,Italy,France,Machinery,16036.6,2556.69
2022-05-29,2022,5,Brazil,Mexico,Agriculture,13345.59,1131.98
2022-05-29,2022,5,UK,India,Plastics,14554.85,928.61
2022-05-29,2022,5,Japan,Spain,Pharmaceuticals,14251.37,745.73
2022-05-29,2022,5,South Korea,Italy,Automotive,18420.37,1250.02
2022-05-29,2022,5,Australia,China,Automotive,17325.98,1121.45
2022-05-29,2022,5,France,India,Automotive,17228.6,1411.57
2022-05-29,2022,5,France,Brazil,Machinery,15814.07,791.63
2022-05-30,2022,5,Australia,Canada,Apparel,12702.65,1689.0
2022-05-30,2022,5,Australia,China,Mineral Fuels,19435.56,1496.06
2022-05-30,2022,5,Australia,Italy,Agriculture,14658.8,789.93
2022-05-30,2022,5,USA,France,Machinery,14966.28,976.78
2022-05-31,2022,5,Mexico,Germany,Plastics,14162.18,870.64
2022-05-31,2022,5,Germany,Spain,Pharmaceuticals,14743.39,836.47
2022-05-31,2022,5,USA,Russia,Mineral Fuels,19149.08,1887.07
2022-05-31,2022,5,South Korea,France,Automotive,18598.62,1774.98
2022-05-31,2022,5,Italy,UK,Electronics,17771.62,1225.07
2022-05-31,2022,5,USA,Germany,Pharmaceuticals,14925.52,868.78
2022-06-01,2022,6,USA,UK,Electronics,17446.48,2115.66
2022-06-01,2022,6,Mexico,Spain,Apparel,13139.13,2552.62
2022-06-01,2022,6,Canada,Brazil,Apparel,13721.91,748.01
2022-06-01,2022,6,Russia,Mexico,Apparel,13223.21,1453.87
2022-06-02,2022,6,UK,India,Apparel,14110.14,1400.08
2022-06-02,2022,6,USA,Italy,Apparel,13629.86,733.8
2022-06-03,2022,6,Spain,France,Mineral Fuels,18488.6,997.13
2022-06-03,2022,6,UK,Australia,Electronics,16184.36,886.87
2022-06-03,2022,6,USA,South Korea,Apparel,13098.41,1344.96
2022-06-04,2022,6,Canada,France,Automotive,19023.43,1516.14
2022-06-05,2022,6,Canada,South Korea,Machinery,15110.71,807.22
2022-06-05,2022,6,South Korea,France,Agriculture,14096.3,962.29
2022-06-06,2022,6,Mexico,Brazil,Plastics,14014.88,913.78
2022-06-06,2022,6,Mexico,South Korea,Plastics,14429.79,964.55
2022-06-07,2022,6,UK,Russia,Electronics,16091.01,1125.43
2022-06-07,2022,6,South Korea,Mexico,Machinery,16154.91,1858.01
2022-06-07,2022,6,UK,Russia,Agriculture,13732.62,1054.61
2022-06-07,2022,6,Russia,Australia,Agriculture,13368.0,1765.9
2022-06-08,2022,6,Spain,Japan,Machinery,15801.22,2032.49
2022-06-08,2022,6,Canada,Australia,Apparel,13202.23,866.71
2022-06-08,2022,6,India,Italy,Machinery,15568.0,1618.87
2022-06-09,2022,6,Mexico,Germany,Plastics,13612.69,952.56
2022-06-09,2022,6,Spain,Canada,Agriculture,13380.45,1505.38
2022-06-09,2022,6,Germany,India,Iron & Steel,14828.28,1058.21
2022-06-09,2022,6,Australia,Italy,Apparel,13006.06,859.3
2022-06-10,2022,6,Spain,Russia,Mineral Fuels,18845.41,2374.75
2022-06-10,2022,6,Spain,Mexico,Mineral Fuels,18829.7,3709.66
2022-06-11,2022,6,France,UK,Iron & Steel,14807.97,1501.29
2022-06-11,2022,6,India,Germany,Iron & Steel,15015.92,942.67
2022-06-11,2022,6,India,Russia,Automotive,18307.68,1959.12
2022-06-11,2022,6,USA,Russia,Machinery,16247.02,1230.15
2022-06-12,2022,6,Mexico,South Korea,Electronics,17135.23,980.24
2022-06-12,2022,6,France,Mexico,Agriculture,13165.3,746.5
2022-06-12,2022,6,Germany,Brazil,Electronics,16661.13,1829.3
2022-06-13,2022,6,Spain,UK,Apparel,13756.55,952.14
2022-06-13,2022,6,UK,Russia,Iron & Steel,14497.22,1406.04
2022-06-13,2022,6,Brazil,Italy,Agriculture,14188.2,1191.95
2022-06-14,2022,6,Canada,India,Automotive,17898.74,1373.76
2022-06-14,2022,6,India,France,Apparel,12989.42,656.72
2022-06-14,2022,6,Russia,Brazil,Iron & Steel,15028.03,1184.26
2022-06-15,2022,6,Italy,France,Pharmaceuticals,16115.65,1931.59
2022-06-15,2022,6,Russia,UK,Iron & Steel,14538.43,1835.44
2022-06-15,2022,6,UK,Canada,Automotive,18218.16,2871.39
2022-06-15,2022,6,Germany,China,Machinery,15749.38,2058.28
2022-06-16,2022,6,India,France,Mineral Fuels,19252.98,1580.97
2022-06-16,2022,6,Italy,UK,Apparel,13110.45,802.16
2022-06-16,2022,6,France,UK,Agriculture,13613.59,1044.4
2022-06-16,2022,6,South Korea,Russia,Apparel,13999.01,1651.1
2022-06-16,2022,6,USA,China,Plastics,14163.43,743.73
2022-06-16,2022,6,USA,Mexico,Machinery,15369.92,1908.57
2022-06-16,2022,6,Italy,South Korea,Electronics,16737.12,1153.62
2022-06-16,2022,6,India,Canada,Machinery,15686.13,801.83
2022-06-17,2022,6,Australia,Russia,Iron & Steel,14205.57,944.77
2022-06-18,2022,6,UK,Australia,Apparel,14367.98,2285.68
2022-06-18,2022,6,China,Canada,Mineral Fuels,18444.21,1099.02
2022-06-18,2022,6,China,Germany,Machinery,15887.57,1521.72
2022-06-19,2022,6,Australia,China,Machinery,15972.85,2537.07
2022-06-19,2022,6,Spain,Australia,Iron & Steel,15347.53,1003.01
